,0,1,2,3,4,5,6
654,18,2,0,14,169,268,1.60058764614
655,18,2,0,18,171,264,1.83243709886
656,18,2,1,2,229,280,2.10175978378
657,18,2,1,6,193,276,1.90605462466
658,18,2,1,10,174,272,1.58927718831
659,18,2,1,14,169,268,1.52051639975
660,18,2,1,18,171,264,1.54789852958
661,18,2,2,2,217,280,2.12178893393
662,18,2,2,6,185,276,1.8060094617
663,18,2,2,10,175,272,1.42326597112
664,18,2,2,18,160,264,1.08012164773
665,18,2,3,2,220,280,2.08219501359
666,18,2,3,6,182,276,1.78345574349
667,18,2,3,10,172,272,1.49265288177
668,18,2,4,2,225,280,2.02414287583
669,18,2,4,6,183,276,1.77422202282
670,18,2,4,10,166,272,1.47202560453
671,18,3,0,2,210,280,1.7241859086
672,18,3,0,6,183,276,1.41439022033
673,18,3,0,10,170,272,1.43078562275
674,18,3,0,14,169,268,1.60058764614
675,18,3,0,18,171,264,1.83243709886
676,18,3,1,2,225,280,2.00261379024
677,18,3,1,6,195,276,1.77520843158
678,18,3,1,10,172,272,1.51716109653
679,18,3,1,14,165,268,1.46522277673
680,18,3,1,18,167,264,1.60594249174
681,18,3,2,2,223,280,2.13469673946
682,18,3,2,6,184,276,1.83734491407
683,18,3,2,10,173,272,1.45217048709
684,18,3,2,14,163,268,1.32693697757
685,18,3,2,18,167,264,1.26236308047
686,18,3,3,2,217,280,2.12178893393
687,18,3,3,6,185,276,1.8060094617
688,18,3,3,10,175,272,1.42326597112
689,18,3,3,18,160,264,1.08012164773
690,18,3,4,2,221,280,2.11488776431
691,18,3,4,6,183,276,1.84876768
692,18,3,4,10,170,272,1.51844188547
693,18,4,-2,2,116,183,0.603180256773
694,18,4,-2,6,120,179,0.963938313547
695,18,4,-2,10,120,176,1.29330100789
696,18,4,-2,14,113,174,1.68874654558
697,18,4,-2,18,111,170,1.39485009398
698,18,4,-1,2,23,26,0.205405792607
699,18,4,-1,6,17,26,0.105639594362
700,18,4,-1,14,17,22,0.137822327598
701,18,4,-1,18,13,21,0.175144925677
702,18,4,0,2,210,280,1.7241859086
703,18,4,0,6,183,276,1.41439022033
704,18,4,0,10,170,272,1.43078562275
705,18,4,0,14,169,268,1.60058764614
706,18,4,0,18,171,264,1.83243709886
707,18,4,1,2,221,280,1.88101974856
708,18,4,1,6,195,276,1.70557697502
709,18,4,1,10,174,272,1.5650622378
710,18,4,1,14,167,268,1.54460275379
711,18,4,1,18,173,264,1.66769313413
712,18,4,2,2,229,280,2.10175978378
713,18,4,2,6,193,276,1.90605462466
714,18,4,2,10,174,272,1.58927718831
715,18,4,2,14,169,268,1.52051639975
716,18,4,2,18,171,264,1.54789852958
717,18,4,3,2,223,280,2.12563753377
718,18,4,3,6,185,276,1.79066013936
719,18,4,3,10,170,272,1.39757052985
720,18,4,3,18,162,264,1.11154813751
721,18,4,4,2,217,280,2.12178893393
722,18,4,4,6,185,276,1.8060094617
723,18,4,4,10,175,272,1.42326597112
724,18,4,4,18,160,264,1.08012164773
